CustomerID,Country,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,ChurnRisk
15549,United Kingdom,77,3,1693.26,2,3,4,234,At Risk,Medium
15550,United Kingdom,4,4,575.63,5,4,3,543,Loyal Customers,Low
15551,United Kingdom,37,1,436.06,3,1,2,312,Potential Loyalist,Medium
15552,United Kingdom,217,1,90.12,1,1,1,111,Hibernating,High
15553,United Kingdom,60,1,437.23,3,1,2,312,Potential Loyalist,Medium
15554,United Kingdom,278,1,217.2,1,1,1,111,Hibernating,High
15555,United Kingdom,12,16,4805.17,5,5,5,555,Champions,Low
15556,United Kingdom,24,1,279.77,4,1,2,412,New Customers,Low
15557,United Kingdom,29,1,473.65,4,1,2,412,New Customers,Low
15561,United Kingdom,12,4,800.59,5,4,3,543,Loyal Customers,Low
15562,United Kingdom,352,1,134.55,1,1,1,111,Hibernating,High
15563,United Kingdom,22,4,1400.44,4,4,4,444,Champions,Low
15565,United Kingdom,50,2,173.16,3,3,1,331,Potential Loyalist,Medium
15567,United Kingdom,19,1,186.01,4,1,1,411,New Customers,Low
15568,United Kingdom,3,3,758.29,5,3,3,533,Loyal Customers,Low
15569,United Kingdom,104,5,1375.71,2,4,4,244,At Risk,Medium
15570,United Kingdom,7,12,4165.52,5,5,5,555,Champions,Low
15571,United Kingdom,12,4,650.43,5,4,3,543,Loyal Customers,Low
15572,United Kingdom,5,7,2552.86,5,5,5,555,Champions,Low
15573,United Kingdom,32,2,607.45,4,3,3,433,Loyal Customers,Low
15574,United Kingdom,178,4,702.25,2,4,3,243,At Risk,Medium
15576,United Kingdom,38,1,940.67,3,1,3,313,Potential Loyalist,Medium
15577,United Kingdom,151,3,258.88,2,3,2,232,At Risk,Medium
15578,United Kingdom,162,1,127.1,2,1,1,211,Hibernating,High
15579,United Kingdom,69,2,348.6,3,3,2,332,Potential Loyalist,Medium
15581,United Kingdom,121,13,3679.97,2,5,5,255,At Risk,Medium
15582,United Kingdom,25,3,682.91,4,3,3,433,Loyal Customers,Low
15584,United Kingdom,24,4,725.11,4,4,3,443,Loyal Customers,Low
15585,United Kingdom,177,1,455.3,2,1,2,212,Hibernating,High
15587,United Kingdom,50,4,913.68,3,4,3,343,Potential Loyalist,Medium
15589,United Kingdom,256,3,478.53,1,3,2,132,Needs Attention,Medium
15592,United Kingdom,47,1,388.58,3,1,2,312,Potential Loyalist,Medium
15593,United Kingdom,71,1,199.8,3,1,1,311,Potential Loyalist,Medium
15594,United Kingdom,16,5,1771.78,4,4,4,444,Champions,Low
15596,United Kingdom,101,5,1406.59,2,4,4,244,At Risk,Medium
15597,United Kingdom,35,1,324.57,3,1,2,312,Potential Loyalist,Medium
15598,United Kingdom,53,1,240.68,3,1,1,311,Potential Loyalist,Medium
15599,United Kingdom,27,2,761.74,4,3,3,433,Loyal Customers,Low
15601,United Kingdom,11,14,6776.56,5,5,5,555,Champions,Low
15602,United Kingdom,8,9,1297.87,5,5,4,554,Champions,Low
15603,United Kingdom,79,1,48.48,2,1,1,211,Hibernating,High
15604,United Kingdom,52,1,216.39,3,1,1,311,Potential Loyalist,Medium
15605,United Kingdom,36,5,1198.23,3,4,4,344,Potential Loyalist,Medium
15606,United Kingdom,61,9,2920.16,3,5,5,355,Potential Loyalist,Medium
15607,United Kingdom,337,1,104.76,1,1,1,111,Hibernating,High
15608,United Kingdom,28,4,1093.68,4,4,4,444,Champions,Low
15609,United Kingdom,184,1,298.48,1,1,2,112,Hibernating,High
15610,United Kingdom,52,1,112.46,3,1,1,311,Potential Loyalist,Medium
15611,United Kingdom,10,13,1591.45,5,5,4,554,Champions,Low
15612,United Kingdom,36,2,195.15,3,3,1,331,Potential Loyalist,Medium
15615,United Kingdom,10,23,10399.74,5,5,5,555,Champions,Low
15618,United Kingdom,33,4,776.85,4,4,3,443,Loyal Customers,Low
15619,United Kingdom,11,1,336.4,5,1,2,512,New Customers,Low
15620,United Kingdom,57,3,1553.18,3,3,4,334,Potential Loyalist,Medium
15621,United Kingdom,4,4,1293.03,5,4,4,544,Champions,Low
15622,United Kingdom,43,9,3709.56,3,5,5,355,Potential Loyalist,Medium
15623,United Kingdom,141,1,301.03,2,1,2,212,Hibernating,High
15624,United Kingdom,117,4,588.13,2,4,3,243,At Risk,Medium
15625,United Kingdom,104,4,1534.26,2,4,4,244,At Risk,Medium
15626,United Kingdom,75,2,675.8,2,3,3,233,At Risk,Medium
15628,United Kingdom,5,9,2870.24,5,5,5,555,Champions,Low
15630,United Kingdom,45,2,1186.35,3,3,4,334,Potential Loyalist,Medium
15632,United Kingdom,16,8,3285.31,4,5,5,455,Champions,Low
15634,United Kingdom,17,1,243.55,4,1,1,411,New Customers,Low
15636,United Kingdom,90,2,724.76,2,3,3,233,At Risk,Medium
15637,United Kingdom,53,1,223.36,3,1,1,311,Potential Loyalist,Medium
15639,United Kingdom,134,1,425.32,2,1,2,212,Hibernating,High
15640,United Kingdom,4,15,12515.66,5,5,5,555,Champions,Low
15641,United Kingdom,105,4,1887.2,2,4,4,244,At Risk,Medium
15643,United Kingdom,192,3,664.0,1,3,3,133,Needs Attention,Medium
15644,United Kingdom,166,4,813.0,2,4,3,243,At Risk,Medium
15645,United Kingdom,19,1,612.01,4,1,3,413,New Customers,Low
15646,United Kingdom,158,3,447.64,2,3,2,232,At Risk,Medium
15648,United Kingdom,204,2,657.35,1,3,3,133,Needs Attention,Medium
15649,United Kingdom,336,2,816.0,1,3,3,133,Needs Attention,Medium
15651,United Kingdom,37,3,646.3,3,3,3,333,Potential Loyalist,Medium
15652,United Kingdom,91,1,337.74,2,1,2,212,Hibernating,High
15653,United Kingdom,93,2,877.44,2,3,3,233,At Risk,Medium
15654,United Kingdom,9,2,922.53,5,3,3,533,Loyal Customers,Low
15655,United Kingdom,243,1,560.67,1,1,3,113,Needs Attention,High
15656,United Kingdom,45,4,748.5,3,4,3,343,Potential Loyalist,Medium
15657,United Kingdom,23,1,30.0,4,1,1,411,New Customers,Low
15658,United Kingdom,190,5,1024.1,1,4,4,144,Cannot Lose Them,Medium
15659,United Kingdom,44,1,306.45,3,1,2,312,Potential Loyalist,Medium
15660,United Kingdom,25,9,1600.86,4,5,4,454,Champions,Low
15661,United Kingdom,317,2,309.8,1,3,2,132,Needs Attention,Medium
15663,United Kingdom,106,1,138.14,2,1,1,211,Hibernating,High
15664,United Kingdom,51,1,386.43,3,1,2,312,Potential Loyalist,Medium
15665,United Kingdom,168,2,2242.01,2,3,5,235,At Risk,Medium
15667,United Kingdom,40,1,301.32,3,1,2,312,Potential Loyalist,Medium
15668,United Kingdom,218,1,76.32,1,1,1,111,Hibernating,High
15669,United Kingdom,40,4,684.34,3,4,3,343,Potential Loyalist,Medium
15670,United Kingdom,297,1,173.05,1,1,1,111,Hibernating,High
15671,United Kingdom,19,7,2657.13,4,5,5,455,Champions,Low
15673,United Kingdom,88,4,2881.02,2,4,5,245,At Risk,Medium
15674,United Kingdom,73,5,2446.6,2,4,5,245,At Risk,Medium
15675,United Kingdom,81,3,323.69,2,3,2,232,At Risk,Medium
15676,United Kingdom,19,3,3435.76,4,3,5,435,Loyal Customers,Low
15677,United Kingdom,49,1,657.23,3,1,3,313,Potential Loyalist,Medium
15678,United Kingdom,53,1,352.7,3,1,2,312,Potential Loyalist,Medium
15679,United Kingdom,24,4,781.28,4,4,3,443,Loyal Customers,Low
15680,United Kingdom,9,3,1333.68,5,3,4,534,Loyal Customers,Low
15681,United Kingdom,25,5,1426.16,4,4,4,444,Champions,Low
15683,United Kingdom,117,1,193.75,2,1,1,211,Hibernating,High
15687,United Kingdom,9,9,2993.1,5,5,5,555,Champions,Low
15689,United Kingdom,120,2,254.1,2,3,2,232,At Risk,Medium
15690,United Kingdom,4,2,239.76,5,3,1,531,Loyal Customers,Low
15691,United Kingdom,252,1,136.8,1,1,1,111,Hibernating,High
15692,United Kingdom,28,1,191.04,4,1,1,411,New Customers,Low
15694,United Kingdom,1,14,6479.4,5,5,5,555,Champions,Low
15695,United Kingdom,267,2,409.98,1,3,2,132,Needs Attention,Medium
15696,United Kingdom,33,8,2736.46,4,5,5,455,Champions,Low
15699,United Kingdom,18,1,309.65,4,1,2,412,New Customers,Low
15700,United Kingdom,172,2,696.68,2,3,3,233,At Risk,Medium
15701,United Kingdom,2,4,1542.14,5,4,4,544,Champions,Low
15703,United Kingdom,265,1,211.5,1,1,1,111,Hibernating,High
15704,United Kingdom,140,4,2293.62,2,4,5,245,At Risk,Medium
15705,United Kingdom,201,1,143.1,1,1,1,111,Hibernating,High
15706,United Kingdom,64,4,1060.56,3,4,4,344,Potential Loyalist,Medium
15707,United Kingdom,35,4,945.58,3,4,4,344,Potential Loyalist,Medium
15708,United Kingdom,41,7,3364.24,3,5,5,355,Potential Loyalist,Medium
15709,United Kingdom,284,1,133.25,1,1,1,111,Hibernating,High
15712,United Kingdom,9,5,1072.36,5,4,4,544,Champions,Low
15713,United Kingdom,143,2,356.7,2,3,2,232,At Risk,Medium
15714,United Kingdom,12,2,330.88,5,3,2,532,Loyal Customers,Low
15716,United Kingdom,146,4,1118.81,2,4,4,244,At Risk,Medium
15717,United Kingdom,234,1,150.3,1,1,1,111,Hibernating,High
15719,United Kingdom,33,13,5045.61,4,5,5,455,Champions,Low
15720,United Kingdom,24,1,598.73,4,1,3,413,New Customers,Low
15721,United Kingdom,12,1,507.08,5,1,3,513,New Customers,Low
15722,United Kingdom,36,5,2222.56,3,4,5,345,Potential Loyalist,Medium
15723,United Kingdom,365,1,203.1,1,1,1,111,Hibernating,High
15724,United Kingdom,201,2,218.25,1,3,1,131,Needs Attention,Medium
15725,United Kingdom,15,1,415.25,4,1,2,412,New Customers,Low
15727,United Kingdom,17,7,5178.96,4,5,5,455,Champions,Low
15729,United Kingdom,213,1,85.0,1,1,1,111,Hibernating,High
15730,United Kingdom,66,3,1120.88,3,3,4,334,Potential Loyalist,Medium
15732,United Kingdom,212,2,294.12,1,3,2,132,Needs Attention,Medium
15733,United Kingdom,283,1,162.3,1,1,1,111,Hibernating,High
15734,United Kingdom,115,2,1339.45,2,3,4,234,At Risk,Medium
15737,United Kingdom,15,8,1205.12,4,5,4,454,Champions,Low
15738,United Kingdom,19,16,4812.42,4,5,5,455,Champions,Low
15739,United Kingdom,66,1,449.12,3,1,2,312,Potential Loyalist,Medium
15740,United Kingdom,49,1,154.88,3,1,1,311,Potential Loyalist,Medium
15743,United Kingdom,16,4,784.46,4,4,3,443,Loyal Customers,Low
15744,United Kingdom,78,1,34.8,2,1,1,211,Hibernating,High
15745,United Kingdom,19,4,1094.59,4,4,4,444,Champions,Low
15746,United Kingdom,134,1,196.88,2,1,1,211,Hibernating,High
15747,United Kingdom,13,3,974.04,5,3,4,534,Loyal Customers,Low
15748,United Kingdom,40,1,149.31,3,1,1,311,Potential Loyalist,Medium
15749,United Kingdom,235,3,44534.3,1,3,5,135,Needs Attention,Medium
15750,United Kingdom,3,8,2465.48,5,5,5,555,Champions,Low
15752,United Kingdom,40,7,2637.38,3,5,5,355,Potential Loyalist,Medium
15753,United Kingdom,305,1,79.2,1,1,1,111,Hibernating,High
15754,United Kingdom,51,3,458.57,3,3,2,332,Potential Loyalist,Medium
15755,United Kingdom,10,6,2364.25,5,5,5,555,Champions,Low
15756,United Kingdom,61,4,532.96,3,4,3,343,Potential Loyalist,Medium
15757,United Kingdom,66,2,714.42,3,3,3,333,Potential Loyalist,Medium
15758,United Kingdom,25,1,205.25,4,2,1,421,New Customers,Low
15759,United Kingdom,218,3,253.04,1,3,2,132,Needs Attention,Medium
15762,United Kingdom,65,2,583.75,3,3,3,333,Potential Loyalist,Medium
15763,United Kingdom,32,2,1086.92,4,3,4,434,Loyal Customers,Low
15764,United Kingdom,88,6,3279.97,2,5,5,255,At Risk,Medium
15766,United Kingdom,64,1,315.06,3,2,2,322,Potential Loyalist,Medium
15768,United Kingdom,116,3,621.83,2,4,3,243,At Risk,Medium
15769,United Kingdom,7,26,56252.72,5,5,5,555,Champions,Low
15773,United Kingdom,6,1,635.68,5,2,3,523,New Customers,Low
15774,United Kingdom,69,1,270.8,3,2,2,322,Potential Loyalist,Medium
15775,United Kingdom,245,1,104.9,1,2,1,121,Hibernating,High
15776,United Kingdom,133,1,241.62,2,2,1,221,Hibernating,High
15777,United Kingdom,241,4,1047.11,1,4,4,144,Cannot Lose Them,Medium
15780,United Kingdom,184,3,475.28,1,4,2,142,Needs Attention,Medium
15781,United Kingdom,25,3,345.46,4,4,2,442,Loyal Customers,Low
15782,United Kingdom,10,3,2614.74,5,4,5,545,Champions,Low
15783,United Kingdom,11,1,246.3,5,2,1,521,New Customers,Low
15785,United Kingdom,33,5,2328.97,4,4,5,445,Champions,Low
15786,United Kingdom,46,3,4932.2,3,4,5,345,Potential Loyalist,Medium
15787,United Kingdom,26,3,948.05,4,4,4,444,Champions,Low
15789,United Kingdom,358,1,351.3,1,2,2,122,Hibernating,High
15790,United Kingdom,10,1,220.85,5,2,1,521,New Customers,Low
15791,United Kingdom,44,2,1612.69,3,3,4,334,Potential Loyalist,Medium
15793,United Kingdom,15,3,965.61,4,4,4,444,Champions,Low
15795,United Kingdom,150,1,610.01,2,2,3,223,Needs Attention,High
15796,United Kingdom,1,8,2711.56,5,5,5,555,Champions,Low
15797,United Kingdom,113,4,2207.4,2,4,5,245,At Risk,Medium
15799,United Kingdom,76,3,884.14,2,4,3,243,At Risk,Medium
15800,United Kingdom,107,2,699.08,2,3,3,233,At Risk,Medium
15801,United Kingdom,46,3,1063.95,3,4,4,344,Potential Loyalist,Medium
15802,United Kingdom,143,1,451.42,2,2,2,222,Hibernating,High
15803,United Kingdom,51,1,415.82,3,2,2,322,Potential Loyalist,Medium
15804,United Kingdom,1,13,4206.39,5,5,5,555,Champions,Low
15805,United Kingdom,23,17,5528.48,4,5,5,455,Champions,Low
15806,United Kingdom,46,3,784.58,3,4,3,343,Potential Loyalist,Medium
15807,United Kingdom,50,3,903.9,3,4,3,343,Potential Loyalist,Medium
15808,United Kingdom,306,4,3734.97,1,4,5,145,Cannot Lose Them,Medium
15809,United Kingdom,36,5,515.77,3,4,3,343,Potential Loyalist,Medium
15810,United Kingdom,79,4,1391.98,2,4,4,244,At Risk,Medium
15811,United Kingdom,22,6,2218.62,4,5,5,455,Champions,Low
15812,United Kingdom,107,5,1801.14,2,4,4,244,At Risk,Medium
15813,United Kingdom,208,2,1303.91,1,3,4,134,Needs Attention,Medium
15814,United Kingdom,17,4,1945.33,4,4,4,444,Champions,Low
15815,United Kingdom,64,5,2100.6,3,4,5,345,Potential Loyalist,Medium
15819,United Kingdom,49,4,1905.45,3,4,4,344,Potential Loyalist,Medium
15820,United Kingdom,320,1,206.98,1,2,1,121,Hibernating,High
15821,United Kingdom,44,2,570.96,3,3,3,333,Potential Loyalist,Medium
15822,United Kingdom,3,2,885.47,5,3,3,533,Loyal Customers,Low
15823,United Kingdom,372,1,15.0,1,2,1,121,Hibernating,High
15825,United Kingdom,172,1,532.94,2,2,3,223,Needs Attention,High
15826,United Kingdom,56,3,1654.31,3,4,4,344,Potential Loyalist,Medium
15827,United Kingdom,73,14,1836.09,2,5,4,254,At Risk,Medium
15829,United Kingdom,99,2,636.14,2,3,3,233,At Risk,Medium
15830,United Kingdom,38,1,576.0,3,2,3,323,Potential Loyalist,Medium
15831,United Kingdom,58,3,801.76,3,4,3,343,Potential Loyalist,Medium
15832,United Kingdom,254,1,836.79,1,2,3,123,Needs Attention,High
15834,United Kingdom,70,4,2233.75,3,4,5,345,Potential Loyalist,Medium
15835,United Kingdom,44,4,954.09,3,4,4,344,Potential Loyalist,Medium
15836,United Kingdom,50,1,137.37,3,2,1,321,Potential Loyalist,Medium
15837,United Kingdom,65,1,391.98,3,2,2,322,Potential Loyalist,Medium
15838,United Kingdom,11,19,33643.08,5,5,5,555,Champions,Low
15839,United Kingdom,33,3,1048.49,4,4,4,444,Champions,Low
15840,United Kingdom,59,2,355.56,3,3,2,332,Potential Loyalist,Medium
15841,United Kingdom,73,4,1224.06,2,4,4,244,At Risk,Medium
15843,United Kingdom,304,1,118.95,1,2,1,121,Hibernating,High
15844,United Kingdom,46,1,130.74,3,2,1,321,Potential Loyalist,Medium
15845,United Kingdom,18,8,3711.77,4,5,5,455,Champions,Low
15847,United Kingdom,38,2,389.27,3,3,2,332,Potential Loyalist,Medium
15850,United Kingdom,19,2,238.85,4,3,1,431,Loyal Customers,Low
15852,United Kingdom,187,2,160.71,1,3,1,131,Needs Attention,Medium
15853,United Kingdom,52,1,110.8,3,2,1,321,Potential Loyalist,Medium
15854,United Kingdom,4,12,2974.65,5,5,5,555,Champions,Low
15855,United Kingdom,137,5,712.24,2,4,3,243,At Risk,Medium
15856,United Kingdom,4,27,16387.57,5,5,5,555,Champions,Low
15857,United Kingdom,19,1,297.0,4,2,2,422,New Customers,Low
15858,United Kingdom,16,5,1438.85,4,4,4,444,Champions,Low
15860,United Kingdom,41,8,977.21,3,5,4,354,Potential Loyalist,Medium
15861,United Kingdom,12,8,3165.36,5,5,5,555,Champions,Low
15862,United Kingdom,8,4,832.88,5,4,3,543,Loyal Customers,Low
15863,United Kingdom,26,2,68.84,4,3,1,431,Loyal Customers,Low
15864,United Kingdom,22,6,1936.32,4,5,4,454,Champions,Low
15865,United Kingdom,41,3,895.13,3,4,3,343,Potential Loyalist,Medium
15866,United Kingdom,101,1,230.53,2,2,1,221,Hibernating,High
15867,United Kingdom,5,15,3812.64,5,5,5,555,Champions,Low
15869,United Kingdom,277,2,149.64,1,3,1,131,Needs Attention,Medium
15870,United Kingdom,33,1,354.09,4,2,2,422,New Customers,Low
15872,United Kingdom,15,2,360.93,4,3,2,432,Loyal Customers,Low
15874,United Kingdom,64,7,4405.88,3,5,5,355,Potential Loyalist,Medium
15877,United Kingdom,2,2,493.28,5,3,3,533,Loyal Customers,Low
15880,United Kingdom,369,1,343.28,1,2,2,122,Hibernating,High
15881,United Kingdom,312,5,501.39,1,4,3,143,Needs Attention,Medium
15882,United Kingdom,199,4,516.36,1,4,3,143,Needs Attention,Medium
15883,United Kingdom,2,2,396.48,5,3,2,532,Loyal Customers,Low
15885,United Kingdom,93,3,379.35,2,4,2,242,At Risk,Medium
15886,United Kingdom,60,1,181.09,3,2,1,321,Potential Loyalist,Medium
15888,United Kingdom,81,1,168.31,2,2,1,221,Hibernating,High
15889,United Kingdom,157,2,446.87,2,3,2,232,At Risk,Medium
15891,United Kingdom,227,1,524.52,1,2,3,123,Needs Attention,High
15894,United Kingdom,253,2,263.55,1,3,2,132,Needs Attention,Medium
15895,United Kingdom,150,1,179.17,2,2,1,221,Hibernating,High
15897,United Kingdom,194,2,222.05,1,3,1,131,Needs Attention,Medium
15898,United Kingdom,1,5,1388.88,5,4,4,544,Champions,Low
15899,United Kingdom,369,1,56.25,1,2,1,121,Hibernating,High
15900,United Kingdom,24,1,351.11,4,2,2,422,New Customers,Low
15901,United Kingdom,17,3,363.88,4,4,2,442,Loyal Customers,Low
15903,United Kingdom,10,7,5126.76,5,5,5,555,Champions,Low
15904,United Kingdom,8,1,164.68,5,2,1,521,New Customers,Low
15906,United Kingdom,20,7,1567.69,4,5,4,454,Champions,Low
15907,United Kingdom,4,3,967.45,5,4,4,544,Champions,Low
15909,United Kingdom,174,1,191.94,2,2,1,221,Hibernating,High
15910,United Kingdom,1,8,1232.18,5,5,4,554,Champions,Low
15912,United Kingdom,178,2,264.62,2,3,2,232,At Risk,Medium
15916,United Kingdom,16,8,1528.09,4,5,4,454,Champions,Low
15917,United Kingdom,248,1,123.1,1,2,1,121,Hibernating,High
15918,United Kingdom,191,2,334.23,1,3,2,132,Needs Attention,Medium
15919,United Kingdom,20,2,639.89,4,3,3,433,Loyal Customers,Low
15920,United Kingdom,154,4,167.5,2,4,1,241,At Risk,Medium
15921,United Kingdom,173,1,336.03,2,2,2,222,Hibernating,High
15922,United Kingdom,373,1,369.5,1,2,2,122,Hibernating,High
15923,United Kingdom,373,1,127.08,1,2,1,121,Hibernating,High
15925,United Kingdom,194,1,207.15,1,2,1,121,Hibernating,High
15930,United Kingdom,67,1,426.63,3,2,2,322,Potential Loyalist,Medium
15932,United Kingdom,4,8,2495.87,5,5,5,555,Champions,Low
15933,United Kingdom,21,3,1107.46,4,4,4,444,Champions,Low
15935,United Kingdom,239,2,416.86,1,3,2,132,Needs Attention,Medium
15937,United Kingdom,64,1,145.35,3,2,1,321,Potential Loyalist,Medium
15938,United Kingdom,112,5,404.58,2,4,2,242,At Risk,Medium
15939,United Kingdom,90,15,6115.01,2,5,5,255,At Risk,Medium
15940,United Kingdom,311,1,35.8,1,2,1,121,Hibernating,High
15942,United Kingdom,134,1,337.44,2,2,2,222,Hibernating,High
15944,United Kingdom,277,1,325.1,1,2,2,122,Hibernating,High
15945,United Kingdom,365,1,181.0,1,2,1,121,Hibernating,High
15947,United Kingdom,83,1,1708.24,2,2,4,224,Needs Attention,High
15948,United Kingdom,8,2,955.24,5,3,4,534,Loyal Customers,Low
15949,United Kingdom,17,2,364.72,4,3,2,432,Loyal Customers,Low
15950,United Kingdom,32,4,1765.51,4,4,4,444,Champions,Low
15951,United Kingdom,9,2,708.22,5,3,3,533,Loyal Customers,Low
15952,United Kingdom,34,4,806.57,3,4,3,343,Potential Loyalist,Medium
15953,United Kingdom,15,8,1659.38,4,5,4,454,Champions,Low
15955,United Kingdom,24,14,4416.26,4,5,5,455,Champions,Low
15957,United Kingdom,32,1,428.89,4,2,2,422,New Customers,Low
15958,United Kingdom,74,1,104.35,2,2,1,221,Hibernating,High
15963,United Kingdom,20,2,470.76,4,3,2,432,Loyal Customers,Low
15965,United Kingdom,17,4,845.64,4,4,3,443,Loyal Customers,Low
15967,United Kingdom,23,2,418.83,4,3,2,432,Loyal Customers,Low
15969,United Kingdom,3,3,666.1,5,4,3,543,Loyal Customers,Low
15970,United Kingdom,304,1,314.1,1,2,2,122,Hibernating,High
15971,United Kingdom,18,12,4199.85,4,5,5,455,Champions,Low
15973,United Kingdom,367,1,307.82,1,2,2,122,Hibernating,High
15974,United Kingdom,39,7,3442.15,3,5,5,355,Potential Loyalist,Medium
15975,United Kingdom,84,1,371.01,2,2,2,222,Hibernating,High
15976,United Kingdom,165,2,430.94,2,3,2,232,At Risk,Medium
15977,United Kingdom,17,2,1054.73,4,3,4,434,Loyal Customers,Low
15978,United Kingdom,77,1,1098.78,2,2,4,224,Needs Attention,High
15980,United Kingdom,89,3,2398.86,2,4,5,245,At Risk,Medium
15981,United Kingdom,25,8,3408.48,4,5,5,455,Champions,Low
15983,United Kingdom,22,4,1475.02,4,4,4,444,Champions,Low
15984,United Kingdom,3,10,2837.67,5,5,5,555,Champions,Low
15985,United Kingdom,123,2,1142.42,2,3,4,234,At Risk,Medium
15986,United Kingdom,30,1,168.12,4,2,1,421,New Customers,Low
15987,United Kingdom,12,7,1451.28,5,5,4,554,Champions,Low
15988,United Kingdom,19,1,158.03,4,2,1,421,New Customers,Low
15990,United Kingdom,44,2,792.11,3,3,3,333,Potential Loyalist,Medium
15992,United Kingdom,4,1,41.99,5,2,1,521,New Customers,Low
15993,United Kingdom,9,7,2797.57,5,5,5,555,Champions,Low
15994,United Kingdom,55,1,427.07,3,2,2,322,Potential Loyalist,Medium
15996,United Kingdom,88,6,1060.68,2,5,4,254,At Risk,Medium
15998,United Kingdom,37,5,3089.97,3,4,5,345,Potential Loyalist,Medium
16000,United Kingdom,3,3,12393.7,5,4,5,545,Champions,Low
16003,United Kingdom,30,5,2735.37,4,4,5,445,Champions,Low
16005,United Kingdom,12,4,615.39,5,4,3,543,Loyal Customers,Low
16006,United Kingdom,211,1,101.4,1,2,1,121,Hibernating,High
16007,United Kingdom,48,4,1701.94,3,4,4,344,Potential Loyalist,Medium
16008,United Kingdom,24,3,478.78,4,4,2,442,Loyal Customers,Low
16009,United Kingdom,22,4,992.71,4,4,4,444,Champions,Low
16010,United Kingdom,246,3,407.5,1,4,2,142,Needs Attention,Medium
16011,United Kingdom,8,16,3362.71,5,5,5,555,Champions,Low
16012,United Kingdom,35,3,1415.29,3,4,4,344,Potential Loyalist,Medium
16013,United Kingdom,4,47,37130.6,5,5,5,555,Champions,Low
16014,United Kingdom,38,3,662.38,3,4,3,343,Potential Loyalist,Medium
16015,United Kingdom,4,3,705.39,5,4,3,543,Loyal Customers,Low
16016,United Kingdom,3,8,1508.76,5,5,4,554,Champions,Low
16017,United Kingdom,47,1,211.88,3,2,1,321,Potential Loyalist,Medium
16018,United Kingdom,39,2,408.9,3,3,2,332,Potential Loyalist,Medium
16019,United Kingdom,47,9,3786.24,3,5,5,355,Potential Loyalist,Medium
16020,United Kingdom,17,3,851.01,4,4,3,443,Loyal Customers,Low
16022,United Kingdom,260,1,628.28,1,2,3,123,Needs Attention,High
16023,United Kingdom,46,3,719.81,3,4,3,343,Potential Loyalist,Medium
16024,United Kingdom,12,1,251.24,5,2,2,522,New Customers,Low
16025,United Kingdom,30,1,439.66,4,2,2,422,New Customers,Low
16026,United Kingdom,43,1,236.09,3,2,1,321,Potential Loyalist,Medium
16027,United Kingdom,92,6,934.62,2,5,3,253,At Risk,Medium
16029,United Kingdom,39,63,81024.84,3,5,5,355,Potential Loyalist,Medium
16030,United Kingdom,310,1,331.24,1,2,2,122,Hibernating,High
16031,United Kingdom,92,2,548.94,2,3,3,233,At Risk,Medium
16033,United Kingdom,6,20,8816.4,5,5,5,555,Champions,Low
16034,United Kingdom,196,3,437.7,1,4,2,142,Needs Attention,Medium
16036,United Kingdom,87,2,758.92,2,3,3,233,At Risk,Medium
16037,United Kingdom,270,3,855.02,1,4,3,143,Needs Attention,Medium
16038,United Kingdom,8,3,471.78,5,4,2,542,Loyal Customers,Low
16040,United Kingdom,65,3,1313.55,3,4,4,344,Potential Loyalist,Medium
16041,United Kingdom,31,3,3166.4,4,4,5,445,Champions,Low
16042,United Kingdom,22,5,1197.27,4,4,4,444,Champions,Low
16043,United Kingdom,38,4,773.99,3,4,3,343,Potential Loyalist,Medium
16045,United Kingdom,120,4,1340.7,2,4,4,244,At Risk,Medium
16048,United Kingdom,373,2,256.44,1,3,2,132,Needs Attention,Medium
16049,United Kingdom,40,3,1111.79,3,4,4,344,Potential Loyalist,Medium
16050,United Kingdom,174,1,137.9,2,2,1,221,Hibernating,High
16052,United Kingdom,54,1,362.06,3,2,2,322,Potential Loyalist,Medium
16053,United Kingdom,33,2,1511.95,4,3,4,434,Loyal Customers,Low
16054,United Kingdom,145,1,783.9,2,2,3,223,Needs Attention,High
16055,United Kingdom,221,1,134.8,1,2,1,121,Hibernating,High
16056,United Kingdom,45,1,664.85,3,2,3,323,Potential Loyalist,Medium
16057,United Kingdom,16,7,2263.12,4,5,5,455,Champions,Low
16059,United Kingdom,66,6,1459.86,3,5,4,354,Potential Loyalist,Medium
16062,United Kingdom,10,4,1153.62,5,4,4,544,Champions,Low
16063,United Kingdom,260,1,335.32,1,2,2,122,Hibernating,High
16065,United Kingdom,365,1,372.09,1,2,2,122,Hibernating,High
16066,United Kingdom,17,5,1521.87,4,4,4,444,Champions,Low
16070,United Kingdom,22,2,852.15,4,3,3,433,Loyal Customers,Low
16071,United Kingdom,45,1,326.24,3,2,2,322,Potential Loyalist,Medium
16072,United Kingdom,288,1,584.32,1,2,3,123,Needs Attention,High
16073,United Kingdom,297,1,122.4,1,2,1,121,Hibernating,High
16076,United Kingdom,3,10,2234.73,5,5,5,555,Champions,Low
16078,United Kingdom,284,1,79.2,1,2,1,121,Hibernating,High
16079,United Kingdom,17,3,1352.0,4,4,4,444,Champions,Low
16080,United Kingdom,82,2,217.16,2,3,1,231,At Risk,Medium
16081,United Kingdom,56,5,2806.9,3,4,5,345,Potential Loyalist,Medium
